Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Approximate location,Depth (km),Solution finalised,EVENT ID,ORIGIN ID
6.1,1994-05-02,17:14:03,1994-05-03,03:14:03,-1.102,97.544,-,0.0,FINL,1956467,1211523
6.1,1994-04-27,09:23:27,1994-04-27,19:23:27,-21.522,-173.618,-,0.0,FINL,1957932,1210185
5.9,1994-04-23,15:00:54,1994-04-24,01:00:54,-14.188,167.558,-,18.0,FINL,1959190,1209077
6.5,1994-04-21,03:51:48,1994-04-21,13:51:48,-5.742,154.082,-,57.0,FINL,1959893,1208380
6.6,1994-04-18,17:29:56,1994-04-19,03:29:56,-6.49,154.922,-,49.0,FINL,1960625,1207663
6.3,1994-04-13,22:22:27,1994-04-14,08:22:27,-3.139,135.988,-,13.0,FINL,1962026,1206369
5.8,1994-04-06,12:13:44,1994-04-06,22:13:44,-17.334,167.834,-,12.0,FINL,1964259,1204257
6.0,1994-03-31,22:40:51,1994-04-01,08:40:51,-21.993,-179.518,-,571.0,FINL,1908452,1202641
5.8,1994-03-30,13:29:14,1994-03-30,23:29:14,8.993,126.294,-,68.0,FINL,1908824,1202277
6.6,1994-03-09,23:28:04,1994-03-10,09:28:04,-17.947,-178.428,-,534.0,FINL,1914816,1196617
6.0,1994-02-18,04:19:07,1994-02-18,15:19:07,-45.382,96.201,-,10.0,FINL,1920090,1191623
6.3,1994-02-16,06:48:59,1994-02-16,17:48:59,-19.279,168.513,-,13.0,FINL,1920572,1191126
6.1,1994-02-16,06:48:23,1994-02-16,17:48:23,-20.067,168.997,-,33.0,FINL,1920564,1191122
6.3,1994-02-16,06:46:57,1994-02-16,17:46:57,-20.044,168.918,-,13.0,FINL,1920561,1191118
6.4,1994-02-15,21:11:56,1994-02-16,08:11:56,-20.412,168.867,-,20.0,FINL,1920732,1191027
5.9,1994-02-15,17:07:44,1994-02-16,04:07:44,-4.971,104.328,"At least 207 people killed, more than 2,000 injured, 75,000 homeless and extensive damage from landslides, mudslides and fires in Lampung Province. Much of the damage and loss of life occurred in th Liwa area. At least 6,000 homes, shops and government buildings were damaged or destroyed from landslides in the Liwa area. Damage estimated to be about 169 million US dollars. Felt throughout much of southern Sumatera and parts of western Jawa. Felt at Jakarta and in Singapore. Depth from broadband displacement seismograms.",23.0,FINL,1920769,1190959
7.0,1994-02-12,17:58:24,1994-02-13,04:58:24,-20.564,169.336,-,28.0,FINL,1921502,1190230
6.3,1994-02-11,21:17:33,1994-02-12,08:17:33,-18.81,169.162,-,224.0,FINL,1921788,1189948
6.0,1994-01-21,18:00:18,1994-01-22,05:00:18,-4.861,103.712,-,97.0,FINL,1928431,1183977
6.2,1994-01-21,02:24:29,1994-01-21,13:24:29,1.034,127.783,"Halmahera, Indonesia.",20.0,FINL,1928575,1183777
6.8,1994-01-19,01:53:38,1994-01-19,12:53:38,-3.221,135.997,-,57.0,FINL,1929521,1182994
5.9,1994-01-04,19:31:59,1994-01-05,06:31:59,-4.319,135.161,-,11.0,FINL,1934246,1178789
5.9,1994-01-03,13:24:13,1994-01-04,00:24:13,-49.024,164.638,-,16.0,FINL,1934589,1178398
6.1,1993-12-29,08:42:21,1993-12-29,19:42:21,-20.142,169.862,-,42.0,FINL,674520,1174610
5.8,1993-12-29,08:42:20,1993-12-29,19:42:20,-19.983,169.756,-,33.0,FINL,674516,1037716
6.5,1993-12-29,08:39:44,1993-12-29,19:39:44,-19.99,169.857,-,33.0,FINL,674513,1037715
6.4,1993-12-29,08:39:43,1993-12-29,19:39:43,-20.015,169.906,-,25.0,FINL,674510,1174606
5.9,1993-12-29,08:00:55,1993-12-29,19:00:55,-20.076,169.68,-,33.0,FINL,674493,1037712
6.7,1993-12-29,08:00:53,1993-12-29,19:00:53,-20.243,169.766,-,24.0,FINL,674490,1174588
6.7,1993-12-29,07:48:14,1993-12-29,18:48:14,-20.23,169.789,-,33.0,FINL,674485,1037711
6.7,1993-12-29,07:48:12,1993-12-29,18:48:12,-20.268,169.824,-,19.0,FINL,674621,1174580
6.4,1993-12-20,13:56:14,1993-12-21,00:56:14,-6.876,131.34,-,8.0,FINL,677036,1037442
6.2,1993-12-20,13:56:14,1993-12-21,00:56:14,-6.847,131.374,-,6.0,FINL,677034,1172112
6.1,1993-12-14,06:31:20,1993-12-14,17:31:20,-20.587,-173.447,-,38.0,FINL,678926,1170416
6.1,1993-12-14,06:31:19,1993-12-14,17:31:19,-20.704,-173.451,-,31.0,FINL,678924,1037239
5.9,1993-12-13,11:43:44,1993-12-13,22:43:44,-20.422,-173.839,-,33.0,FINL,679124,1037212
5.8,1993-12-13,11:43:44,1993-12-13,22:43:44,-20.476,-173.764,-,0.0,FINL,679122,1170174
5.8,1993-12-12,17:03:19,1993-12-13,04:03:19,0.317,125.939,-,23.0,FINL,679362,1037193
6.3,1993-12-09,11:38:30,1993-12-09,22:38:30,0.422,125.914,-,38.0,FINL,680361,1169040
6.4,1993-12-09,11:38:27,1993-12-09,22:38:27,0.425,125.891,-,16.0,FINL,657214,1037083
6.6,1993-12-09,04:32:21,1993-12-09,15:32:21,0.486,126.027,-,31.0,FINL,680382,1168934
6.7,1993-12-09,04:32:19,1993-12-09,15:32:19,0.486,125.995,-,15.0,FINL,680381,1037069
6.1,1993-11-26,23:20:06,1993-11-27,10:20:06,-9.615,158.142,-,0.0,FINL,684216,1165273
6.2,1993-11-26,23:20:04,1993-11-27,10:20:04,-9.597,158.148,-,17.0,FINL,684214,1036612
6.1,1993-11-05,22:37:20,1993-11-06,09:37:20,-3.201,148.349,-,14.0,FINL,691030,1158701
6.2,1993-11-05,22:37:20,1993-11-06,09:37:20,-3.188,148.339,-,14.0,FINL,691032,1035794
5.8,1993-11-01,17:19:25,1993-11-02,04:19:25,-10.065,161.21,-,118.0,FINL,692414,1035670
6.1,1993-10-25,11:59:48,1993-10-25,21:59:48,-5.858,146.016,-,27.0,FINL,694772,1035390
5.8,1993-10-25,11:59:47,1993-10-25,21:59:47,-5.907,146.005,-,27.0,FINL,694770,1155142
6.9,1993-10-25,10:27:04,1993-10-25,20:27:04,-5.925,145.985,-,33.0,FINL,694741,1155117
7.0,1993-10-25,10:27:04,1993-10-25,20:27:04,-5.909,145.99,-,30.0,FINL,694740,1035385
6.1,1993-10-25,10:07:11,1993-10-25,20:07:11,-5.882,145.933,-,18.0,FINL,694722,1035383
6.3,1993-10-16,03:05:30,1993-10-16,13:05:30,-5.901,146.195,-,28.0,FINL,698102,1151847
6.5,1993-10-16,03:05:30,1993-10-16,13:05:30,-5.898,146.202,-,27.0,FINL,698100,1034959
6.1,1993-10-13,05:50:42,1993-10-13,15:50:42,-6.013,146.061,-,33.0,FINL,699215,1034812
6.6,1993-10-13,03:07:31,1993-10-13,13:07:31,-5.947,146.156,-,33.0,FINL,699275,1150794
6.7,1993-10-13,03:07:30,1993-10-13,13:07:30,-5.932,146.153,-,33.0,FINL,699274,1034802
6.9,1993-10-13,02:06:00,1993-10-13,12:06:00,-5.895,146.025,-,24.0,FINL,699252,1150776
7.1,1993-10-13,02:06:00,1993-10-13,12:06:00,-5.889,146.02,-,25.0,FINL,699254,1034798
5.8,1993-10-11,13:07:29,1993-10-11,23:07:29,-17.845,-178.726,-,555.0,FINL,699764,1034737
6.0,1993-10-05,05:09:48,1993-10-05,15:09:48,-6.128,128.97,-,0.0,FINL,701756,1148325
6.1,1993-10-05,05:09:45,1993-10-05,15:09:45,-6.13,128.965,-,13.0,FINL,701754,1034508
5.8,1993-10-04,20:54:38,1993-10-05,06:54:38,-21.437,-174.301,-,34.0,FINL,701943,1034494
5.9,1993-10-02,16:02:00,1993-10-03,02:02:00,-3.435,148.797,-,0.0,FINL,702722,1147489
5.9,1993-10-02,16:02:00,1993-10-03,02:02:00,-3.444,148.805,-,37.0,FINL,702724,1034411
5.9,1993-09-29,11:16:07,1993-09-29,21:16:07,0.494,121.586,-,136.0,FINL,703707,1146431
6.1,1993-09-29,11:16:03,1993-09-29,21:16:03,0.494,121.528,-,97.0,FINL,703705,1034316
6.1,1993-09-26,03:31:21,1993-09-26,13:31:21,9.957,138.175,-,0.0,FINL,704763,1145393
6.1,1993-09-26,03:31:14,1993-09-26,13:31:14,9.997,138.222,-,10.0,FINL,704760,1034189
6.0,1993-09-22,12:37:08,1993-09-22,22:37:08,-6.475,154.945,-,67.0,FINL,706127,1144188
6.1,1993-09-22,12:37:03,1993-09-22,22:37:03,-6.47,154.901,-,28.0,FINL,706124,1034030
6.1,1993-09-13,12:37:51,1993-09-13,22:37:51,-29.64,-177.105,-,20.0,FINL,709687,1140739
6.2,1993-09-13,12:37:51,1993-09-13,22:37:51,-29.492,-177.136,-,20.0,FINL,709689,1033575
5.8,1993-09-13,05:22:07,1993-09-13,15:22:07,-6.072,149.908,-,30.0,FINL,669468,1033556
5.8,1993-09-12,08:22:34,1993-09-12,18:22:34,-29.608,-177.279,-,33.0,FINL,710166,1033517
6.4,1993-09-07,02:48:53,1993-09-07,12:48:53,-31.788,-179.459,-,30.0,FINL,712371,1138144
6.5,1993-09-07,02:48:50,1993-09-07,12:48:50,-31.635,-179.44,-,10.0,FINL,712370,1033227
6.0,1993-09-06,03:56:02,1993-09-06,13:56:02,-4.659,153.204,-,71.0,FINL,712774,1137796
6.6,1993-09-06,03:56:00,1993-09-06,13:56:00,-4.641,153.231,-,49.0,FINL,712773,1033187
5.8,1993-09-04,21:39:36,1993-09-05,07:39:36,-9.626,122.468,-,60.0,FINL,713155,1137433
5.8,1993-09-04,21:39:33,1993-09-05,07:39:33,-9.571,122.528,-,33.0,FINL,713154,1033144
6.2,1993-09-01,14:03:19,1993-09-02,00:03:19,2.989,96.138,-,36.0,FINL,714347,1136277
6.2,1993-09-01,14:03:19,1993-09-02,00:03:19,2.986,96.122,-,34.0,FINL,714346,1033011
5.8,1993-09-01,11:48:38,1993-09-01,21:48:38,-4.331,102.567,-,71.0,FINL,714291,1033005
5.8,1993-08-26,03:32:42,1993-08-26,13:32:42,-5.48,154.193,-,137.0,FINL,716628,1032927
6.0,1993-08-20,05:06:53,1993-08-20,15:06:53,-5.997,142.743,-,15.0,FINL,718923,1032625
6.0,1993-08-20,05:06:51,1993-08-20,15:06:51,-6.029,142.711,-,1.0,FINL,718920,1131610
5.8,1993-08-13,11:02:22,1993-08-13,21:02:22,-35.924,178.494,-,110.0,FINL,721825,1128716
5.8,1993-08-13,11:02:20,1993-08-13,21:02:20,-35.989,178.51,-,95.0,FINL,721824,1032267
6.0,1993-08-10,09:46:38,1993-08-10,19:46:38,-38.485,177.546,-,32.0,FINL,723173,1127369
6.9,1993-08-10,00:51:51,1993-08-10,10:51:51,-45.064,166.911,-,8.0,FINL,723515,1127138
6.0,1993-08-07,17:53:25,1993-08-08,03:53:25,-23.934,179.851,-,531.0,FINL,724697,1126002
6.0,1993-08-07,17:53:24,1993-08-08,03:53:24,-23.866,179.846,-,523.0,FINL,724696,1031966
6.3,1993-08-04,11:31:18,1993-08-04,21:31:18,-1.629,99.615,-,32.0,FINL,655585,1031871
6.3,1993-08-04,11:31:15,1993-08-04,21:31:15,-1.66,99.596,-,15.0,FINL,726222,1124460
5.9,1993-07-09,15:37:54,1993-07-10,01:37:54,-19.769,-177.511,-,407.0,FINL,740821,1109576
5.9,1993-07-08,18:22:17,1993-07-09,04:22:17,-20.858,172.317,-,33.0,FINL,741099,1030677
5.9,1993-07-08,18:22:13,1993-07-09,04:22:13,-20.864,172.429,-,7.0,FINL,741096,1109288
6.7,1993-06-30,23:47:37,1993-07-01,09:47:37,-20.896,172.864,-,36.0,FINL,743416,1107068
6.7,1993-06-30,23:47:33,1993-07-01,09:47:33,-20.836,172.957,-,13.0,FINL,743413,1029903
5.8,1993-06-29,07:07:11,1993-06-29,17:07:11,-60.463,152.803,-,10.0,FINL,743849,1106579
5.8,1993-06-29,07:07:11,1993-06-29,17:07:11,-60.437,152.775,-,10.0,FINL,743851,1029855
6.0,1993-06-18,19:34:37,1993-06-19,05:34:37,-28.817,-176.803,-,29.0,FINL,747296,1029368
6.0,1993-06-18,19:34:36,1993-06-19,05:34:36,-28.779,-176.776,-,21.0,FINL,747294,1103372
6.6,1993-06-18,17:57:46,1993-06-19,03:57:46,-28.68,-176.854,-,11.0,FINL,747261,1103341
6.7,1993-06-18,17:57:46,1993-06-19,03:57:46,-28.678,-176.893,-,11.0,FINL,747263,1029365
6.1,1993-06-18,17:38:30,1993-06-19,03:38:30,-28.772,-176.881,-,33.0,FINL,747250,1029363
6.7,1993-06-18,11:52:53,1993-06-18,21:52:53,-28.579,-176.759,-,16.0,FINL,747436,1103240
6.7,1993-06-18,11:52:51,1993-06-18,21:52:51,-29.053,-176.753,-,16.0,FINL,747435,1029340
6.6,1993-06-18,11:52:34,1993-06-18,21:52:34,-28.86,-176.841,-,16.0,FINL,747431,1103237
6.0,1993-06-12,18:26:42,1993-06-13,04:26:42,-4.357,135.156,-,10.0,FINL,749132,1101554
6.1,1993-06-12,18:26:42,1993-06-13,04:26:42,-4.375,135.118,-,10.0,FINL,749134,1030328
5.9,1993-06-12,05:45:21,1993-06-12,15:45:21,-11.073,162.881,-,15.0,FINL,749336,1101348
6.1,1993-06-12,05:45:21,1993-06-12,15:45:21,-11.14,162.937,-,15.0,FINL,749335,1030309
5.9,1993-06-04,10:49:33,1993-06-04,20:49:33,3.734,128.497,-,20.0,FINL,752197,1030026
5.8,1993-06-03,09:38:26,1993-06-03,19:38:26,-14.917,167.313,-,159.0,FINL,752432,1098326
5.9,1993-06-03,09:38:25,1993-06-03,19:38:25,-14.841,167.299,-,152.0,FINL,752431,1029992
6.0,1993-05-30,17:08:54,1993-05-31,03:08:54,1.521,127.267,-,92.0,FINL,755134,1095623
6.0,1993-05-30,17:08:53,1993-05-31,03:08:53,1.546,127.207,-,81.0,FINL,654493,1029097
5.9,1993-05-30,14:12:20,1993-05-31,00:12:20,-3.674,142.703,-,6.0,FINL,755422,1029089
6.0,1993-05-27,08:51:59,1993-05-27,18:51:59,-29.291,-178.287,-,0.0,FINL,757411,1093324
5.9,1993-05-27,08:51:59,1993-05-27,18:51:59,-29.359,-178.271,-,119.0,FINL,757410,1028957
5.9,1993-05-20,11:08:11,1993-05-20,21:08:11,-0.023,124.793,-,30.0,FINL,759922,1028652
5.9,1993-05-20,06:44:44,1993-05-20,16:44:44,-4.273,152.668,-,33.0,FINL,759996,1090793
5.8,1993-05-19,12:03:28,1993-05-19,22:03:28,-8.347,121.992,-,40.0,FINL,760449,1028611
5.8,1993-05-17,16:14:24,1993-05-18,02:14:24,-5.277,152.061,-,54.0,FINL,761127,1089803
5.8,1993-05-17,16:14:20,1993-05-18,02:14:20,-5.25,152.083,-,24.0,FINL,761125,1028494
6.2,1993-05-17,16:02:53,1993-05-18,02:02:53,-5.342,152.014,-,19.0,FINL,761120,1089800
6.3,1993-05-17,16:02:53,1993-05-18,02:02:53,-5.343,151.985,-,17.0,FINL,761119,1028493
6.6,1993-05-16,21:44:48,1993-05-17,07:44:48,-15.288,-173.293,-,21.0,FINL,761400,1089517
6.7,1993-05-16,21:44:48,1993-05-17,07:44:48,-15.286,-173.332,-,21.0,FINL,761402,1028463
6.6,1993-05-11,18:26:51,1993-05-12,04:26:51,7.219,126.57,-,59.0,FINL,763271,1028252
6.6,1993-05-11,18:26:50,1993-05-12,04:26:50,7.233,126.648,-,57.0,FINL,763269,1087786
6.1,1993-04-19,21:01:54,1993-04-20,07:01:54,4.022,128.268,-,76.0,FINL,770504,1070488
6.7,1993-04-19,21:01:48,1993-04-20,07:01:48,4.015,128.204,-,24.0,FINL,770501,1027374
6.0,1993-04-17,20:32:44,1993-04-18,06:32:44,-16.569,-177.367,-,10.0,FINL,771270,1069774
6.0,1993-04-17,20:32:44,1993-04-18,06:32:44,-16.595,-177.397,-,10.0,FINL,771272,1027300
6.0,1993-04-16,14:08:38,1993-04-17,00:08:38,-17.765,-178.85,-,564.0,FINL,771777,1069393
6.0,1993-04-16,14:08:38,1993-04-17,00:08:38,-17.778,-178.864,-,565.0,FINL,771633,1027248
6.2,1993-04-11,06:59:48,1993-04-11,16:59:48,-39.744,176.542,-,33.0,FINL,2120305,1027049
5.8,1993-04-02,08:04:11,1993-04-02,18:04:11,-17.373,-171.921,-,9.0,FINL,2123081,1026716
6.0,1993-03-21,05:04:57,1993-03-21,15:04:57,-17.945,-178.524,-,560.0,FINL,2082515,1080655
6.4,1993-03-12,14:01:35,1993-03-13,00:01:35,-14.385,-178.252,-,10.0,FINL,2085385,1026392
6.3,1993-03-12,14:01:34,1993-03-13,00:01:34,-14.351,-178.27,-,5.0,FINL,2085384,1077760
6.0,1993-03-09,01:29:14,1993-03-09,11:29:14,-55.695,146.98,-,10.0,FINL,2086635,1076647
6.0,1993-03-09,01:29:14,1993-03-09,11:29:14,-55.678,146.999,-,10.0,FINL,2086634,1026264
6.5,1993-03-06,16:26:57,1993-03-07,02:26:57,-11.048,163.415,-,26.0,FINL,2087298,1075984
6.6,1993-03-06,16:26:56,1993-03-07,02:26:56,-11.062,163.386,-,25.0,FINL,2087297,1026188
6.6,1993-03-06,10:02:07,1993-03-06,21:02:07,-26.524,-177.335,-,18.0,FINL,2087343,1075893
6.6,1993-03-06,10:02:06,1993-03-06,21:02:06,-26.536,-177.355,-,18.0,FINL,2087342,1026179
5.9,1993-03-06,05:50:02,1993-03-06,16:50:02,-11.02,163.94,-,28.0,FINL,2087426,1075837
6.0,1993-03-06,05:50:02,1993-03-06,16:50:02,-11.025,163.921,-,28.0,FINL,2087425,1026168
7.1,1993-03-06,03:05:49,1993-03-06,14:05:49,-10.939,164.189,-,20.0,FINL,2087515,1075789
7.1,1993-03-06,03:05:49,1993-03-06,14:05:49,-10.972,164.181,-,20.0,FINL,2087516,1026160
5.8,1993-03-04,14:35:58,1993-03-05,01:35:58,-13.241,174.872,-,19.0,FINL,2088096,1026095
5.8,1993-03-03,23:14:26,1993-03-04,10:14:26,-13.306,175.009,-,14.0,FINL,2088450,1074958
5.9,1993-03-03,23:14:25,1993-03-04,10:14:25,-13.342,175.009,-,14.0,FINL,2088449,1026072
5.8,1993-03-02,00:24:03,1993-03-02,11:24:03,-8.322,122.249,-,46.0,FINL,2089018,1074344
5.9,1993-03-02,00:23:59,1993-03-02,11:23:59,-8.294,122.303,-,15.0,FINL,2089016,1026010
6.0,1993-03-01,01:39:28,1993-03-01,12:39:28,-3.735,138.544,-,93.0,FINL,2089214,1074116
6.1,1993-03-01,01:39:27,1993-03-01,12:39:27,-3.744,138.536,-,89.0,FINL,2089213,1025984
6.0,1993-02-13,10:55:58,1993-02-13,21:55:58,-14.989,-176.886,-,51.0,FINL,2094135,1060047
6.0,1993-02-13,10:55:56,1993-02-13,21:55:56,-14.926,-176.924,-,33.0,FINL,2094133,1025448
5.8,1993-02-08,04:24:47,1993-02-08,15:24:47,-4.817,101.901,-,30.0,FINL,2095977,1058330
5.9,1993-02-08,04:24:47,1993-02-08,15:24:47,-4.834,101.916,-,30.0,FINL,2095975,1025274
6.2,1993-01-20,17:31:15,1993-01-21,04:31:15,-7.183,128.6,-,33.0,FINL,2101301,1053107
5.8,1993-01-20,04:08:27,1993-01-20,15:08:27,-8.328,121.387,-,36.0,FINL,2101543,1052915
6.1,1993-01-20,02:30:54,1993-01-20,13:30:54,3.099,97.688,-,0.0,FINL,2101509,1052886
6.3,1993-01-13,18:50:42,1993-01-14,05:50:42,-50.859,139.464,-,10.0,FINL,2103802,1050674
6.1,1993-01-04,20:41:12,1993-01-05,07:41:12,-22.064,-174.807,-,0.0,FINL,2107557,1046929
5.8,1993-01-04,01:26:17,1993-01-04,12:26:17,3.286,128.131,-,74.0,FINL,2107770,1046652
5.8,1993-01-03,17:08:13,1993-01-04,04:08:13,-4.07,129.545,-,54.0,FINL,2107931,1046561
6.2,1992-12-31,20:17:07,1993-01-01,07:17:07,-32.126,-178.066,-,16.0,FINL,2322965,1024021
5.8,1992-12-27,21:49:05,1992-12-28,08:49:05,-6.096,113.114,-,622.0,FINL,2324518,1022401
5.9,1992-12-27,21:49:04,1992-12-28,08:49:04,-6.087,113.05,-,601.0,FINL,2324517,819989
5.8,1992-12-26,19:38:06,1992-12-27,06:38:06,-32.689,-177.869,-,10.0,FINL,2325054,1021983
6.4,1992-12-24,00:34:13,1992-12-24,11:34:13,-15.293,-173.128,-,23.0,FINL,2326003,819756
6.0,1992-12-23,03:00:42,1992-12-23,14:00:42,-6.545,130.441,-,87.0,FINL,2326342,1020835
5.8,1992-12-22,04:54:19,1992-12-22,15:54:19,-6.661,130.546,-,95.0,FINL,2321976,1020548
5.9,1992-12-22,04:54:16,1992-12-22,15:54:16,-6.648,130.55,-,67.0,FINL,652545,819643
7.0,1992-12-20,20:52:45,1992-12-21,07:52:45,-6.568,130.427,-,66.0,FINL,2327052,1020158
5.8,1992-12-19,06:44:03,1992-12-19,17:44:03,-11.44,166.248,-,62.0,FINL,2327536,1019691
5.8,1992-12-19,06:44:01,1992-12-19,17:44:01,-11.429,166.29,-,44.0,FINL,2327534,819495
6.0,1992-12-18,03:14:06,1992-12-18,14:14:06,-6.512,147.157,-,46.0,FINL,2327891,1019420
6.1,1992-12-12,06:38:32,1992-12-12,17:38:32,-8.536,121.911,-,42.0,FINL,2329939,1017401
6.0,1992-12-12,05:43:46,1992-12-12,16:43:46,-8.622,121.969,-,13.0,FINL,2330055,1017360
6.0,1992-12-12,05:38:24,1992-12-12,16:38:24,-8.497,122.482,-,33.0,FINL,2330053,1017356
6.7,1992-12-12,05:29:26,1992-12-12,16:29:26,-8.475,121.902,"Flores Sea, Indonesia.",28.0,FINL,2330045,1017352
5.9,1992-12-08,07:08:42,1992-12-08,18:08:42,9.272,93.532,-,88.0,FINL,2331377,1016012
6.0,1992-12-08,07:08:39,1992-12-08,18:08:39,9.291,93.479,-,66.0,FINL,2331373,818906
5.8,1992-12-01,00:23:22,1992-12-01,11:23:22,-20.864,169.234,-,32.0,FINL,2333663,818587
5.8,1992-12-01,00:23:22,1992-12-01,11:23:22,-20.848,169.206,-,30.0,FINL,2333661,1013912
5.8,1992-11-25,10:16:30,1992-11-25,21:16:30,2.537,128.541,-,24.0,FINL,2335781,818249
5.9,1992-11-25,06:02:25,1992-11-25,17:02:25,-4.069,102.16,-,58.0,FINL,2335870,818237
5.8,1992-11-25,06:02:25,1992-11-25,17:02:25,-4.053,102.198,-,62.0,FINL,2335871,1011919
5.8,1992-11-17,06:46:43,1992-11-17,17:46:43,-5.826,130.646,-,61.0,FINL,2338612,1009213
5.9,1992-11-17,06:46:39,1992-11-17,17:46:39,-5.822,130.616,-,33.0,FINL,652032,817828
5.9,1992-11-12,22:28:57,1992-11-13,09:28:57,-22.401,-178.104,-,360.0,FINL,2303661,817625
5.9,1992-11-12,22:28:52,1992-11-13,09:28:52,-22.263,-178.114,-,304.0,FINL,2303659,1007782
6.5,1992-11-08,03:43:20,1992-11-08,14:43:20,-15.734,-179.721,-,13.0,FINL,2305465,1006067
6.0,1992-11-05,19:53:25,1992-11-06,06:53:25,-5.252,152.609,-,44.0,FINL,2306571,1005128
6.1,1992-11-04,18:13:16,1992-11-05,05:13:16,-14.267,167.609,-,32.0,FINL,667119,1004710
6.2,1992-11-04,01:59:27,1992-11-04,12:59:27,-61.581,154.78,-,10.0,FINL,2307305,1004442
6.1,1992-10-31,14:46:28,1992-11-01,01:46:28,-2.322,141.213,-,45.0,FINL,2308401,1003322
6.3,1992-10-31,14:34:26,1992-11-01,01:34:26,-2.356,141.233,-,0.0,FINL,651740,1003313
5.8,1992-10-29,07:29:57,1992-10-29,18:29:57,6.834,124.006,-,33.0,FINL,2309511,816801
5.8,1992-10-29,07:29:57,1992-10-29,18:29:57,6.812,123.874,-,30.0,FINL,2309509,1002393
5.8,1992-10-25,00:29:18,1992-10-25,11:29:18,-29.9,-177.352,-,26.0,FINL,2310840,816606
5.8,1992-10-25,00:29:17,1992-10-25,11:29:17,-29.951,-177.333,-,24.0,FINL,2310838,1001030
6.2,1992-10-24,08:23:00,1992-10-24,18:23:00,-29.64,-177.352,-,19.0,FINL,2311178,1000746
6.0,1992-10-23,21:24:37,1992-10-24,07:24:37,-9.451,122.601,-,52.0,FINL,2311318,1000587
6.0,1992-10-23,13:31:31,1992-10-23,23:31:31,-5.335,152.695,-,47.0,FINL,2311486,1000458
6.5,1992-10-23,13:04:41,1992-10-23,23:04:41,-5.364,152.63,-,39.0,FINL,2311463,1000440
6.4,1992-10-22,23:08:27,1992-10-23,09:08:27,-30.068,-177.031,-,16.0,FINL,2311784,1000164
6.6,1992-10-22,09:04:23,1992-10-22,19:04:23,-30.188,-177.249,-,26.0,FINL,2312042,999953
5.9,1992-10-21,12:11:14,1992-10-21,22:11:14,-6.874,144.17,-,25.0,FINL,2312239,999671
6.0,1992-10-21,12:11:13,1992-10-21,22:11:13,-6.87,144.174,-,19.0,FINL,2312238,816416
5.8,1992-10-20,15:47:56,1992-10-21,01:47:56,-24.453,-176.054,-,64.0,FINL,2312613,816379
5.8,1992-10-19,12:03:30,1992-10-19,22:03:30,-19.385,169.593,-,21.0,FINL,2313183,816318
5.8,1992-10-19,12:03:30,1992-10-19,22:03:30,-19.374,169.591,-,23.0,FINL,2313185,998859
5.8,1992-10-18,17:42:51,1992-10-19,03:42:51,-6.74,105.602,-,37.0,FINL,2313610,816266
5.8,1992-10-18,13:08:54,1992-10-18,23:08:54,-6.279,130.214,-,119.0,FINL,651505,816248
5.9,1992-10-18,13:08:53,1992-10-18,23:08:53,-6.291,130.204,-,112.0,FINL,2313670,998367
6.1,1992-10-17,02:51:52,1992-10-17,12:51:52,-19.231,169.552,-,26.0,FINL,2314418,997703
6.7,1992-10-15,22:37:09,1992-10-16,08:37:09,-14.539,166.677,-,60.0,FINL,2314797,997320
6.3,1992-10-11,19:24:27,1992-10-12,05:24:27,-19.262,168.912,-,138.0,FINL,2316219,995950
5.8,1992-10-06,10:28:27,1992-10-06,20:28:27,-5.461,151.215,-,75.0,FINL,2317973,994343
5.8,1992-10-06,10:28:22,1992-10-06,20:28:22,-5.425,151.175,-,50.0,FINL,666534,815689
6.5,1992-09-26,22:15:57,1992-09-27,08:15:57,1.299,129.134,-,28.0,FINL,2219766,991218
5.8,1992-09-24,18:17:11,1992-09-25,04:17:11,-61.221,154.088,-,10.0,FINL,2220478,990528
6.1,1992-09-15,21:04:02,1992-09-16,07:04:02,-14.155,167.255,-,212.0,FINL,2223365,987923
6.3,1992-09-15,21:03:59,1992-09-16,07:03:59,-14.053,167.269,-,184.0,FINL,2223364,814641
6.0,1992-09-10,10:43:20,1992-09-10,20:43:20,-22.562,-174.974,-,38.0,FINL,2225204,814387
5.9,1992-09-10,10:43:20,1992-09-10,20:43:20,-22.605,-174.9,-,38.0,FINL,2225201,986206
5.9,1992-09-02,05:50:02,1992-09-02,15:50:02,-6.024,112.182,-,638.0,FINL,2227921,983528
5.9,1992-09-02,05:50:01,1992-09-02,15:50:01,-6.046,112.138,-,625.0,FINL,2227919,813991
5.8,1992-08-30,20:09:06,1992-08-31,06:09:06,-17.919,-178.714,-,572.0,FINL,2228717,982771
5.8,1992-08-30,20:09:05,1992-08-31,06:09:05,-17.918,-178.71,-,565.0,FINL,2228716,813862
5.8,1992-08-16,10:23:31,1992-08-16,20:23:31,-5.416,146.679,-,240.0,FINL,2233837,978211
6.0,1992-08-16,10:23:28,1992-08-16,20:23:28,-5.368,146.669,-,215.0,FINL,650591,813004
5.9,1992-08-13,20:43:00,1992-08-14,06:43:00,-6.103,148.875,-,45.0,FINL,2234658,812866
6.0,1992-08-09,19:49:44,1992-08-10,05:49:44,4.047,126.508,-,80.0,FINL,2236092,976095
